a_index	a_enable	a_name	a_name	a_name	a_name
922	1	Anel Ancestral Lv.1	Anel Ancestral Lv.1	Anel Ancestral Lv.1	Anel Ancestral Lv.1
923	1	Kimono Wear	Kimono Wear	Kimono Wear	Kimono Wear
924	1	Kimono Pants	Kimono Pants	Kimono Pants	Kimono Pants
925	1	Scroll of NAgen	Scroll of NAgen	Scroll of NAgen	Scroll of NAgen
926	1	Mission Receiver	Mission Receiver	Mission Receiver	Mission Receiver
927	1	Airen Summon Stone	Airen Summon Stone	Airen Summon Stone	Airen Summon Stone
928	1	Greater Airen Summon Stone	Greater Airen Summon Stone	Greater Airen Summon Stone	Greater Airen Summon Stone
929	1	Griffon Anel	Griffon Anel	Griffon Anel	Griffon Anel
930	1	Dragon Anel	Dragon Anel	Dragon Anel	Dragon Anel
931	1	Seed	Seed	Seed	Seed
932	1	Violent Tree	Violent Tree	Violent Tree	Violent Tree
933	1	Anel Ancestral Lv.2	Anel Ancestral Lv.2	Anel Ancestral Lv.2	Anel Ancestral Lv.2
934	1	Anel Ancestral Lv.3	Anel Ancestral Lv.3	Anel Ancestral Lv.3	Anel Ancestral Lv.3
935	1	Anel Ancestral Lv.4	Anel Ancestral Lv.4	Anel Ancestral Lv.4	Anel Ancestral Lv.4
936	1	Amplified Mission Receiver	Amplified Mission Receiver	Amplified Mission Receiver	Amplified Mission Receiver
937	1	Hercules Finger Anel	Hercules Finger Anel	Hercules Finger Anel	Hercules Finger Anel
938	1	Zeus Finger Anel	Zeus Finger Anel	Zeus Finger Anel	Zeus Finger Anel
939	1	Amuleto de Vida	Amuleto de Vida	Amuleto de Vida	Amuleto de Vida
940	1	Stamina Amuleto	Stamina Amuleto	Stamina Amuleto	Stamina Amuleto
941	1	Anel of Age	Anel of Age	Anel of Age	Anel of Age
942	1	Hidden Square Warp	Hidden Square Warp	Hidden Square Warp	Hidden Square Warp
943	1	Warrior Anel	Warrior Anel	Warrior Anel	Warrior Anel
944	1	Paros Warp	Paros Warp	Paros Warp	Paros Warp
945	1	Luxurious Toy	Luxurious Toy	Luxurious Toy	Luxurious Toy
946	1	Toy	Toy	Toy	Toy
947	1	Mamute Assassino	Mamute Assassino	Mamute Assassino	Mamute Assassino
948	1	Mamute Demolidor	Mamute Demolidor	Mamute Demolidor	Mamute Demolidor
949	1	Magic Sword Wand	Magic Sword Wand	Magic Sword Wand	Magic Sword Wand
950	1	Charging Cannon-MK1 BP	Charging Cannon-MK1 BP	Charging Cannon-MK1 BP	Charging Cannon-MK1 BP
951	1	Charging Cannon-MK2 SP	Charging Cannon-MK2 SP	Charging Cannon-MK2 SP	Charging Cannon-MK2 SP
952	1	Flame Thrower-MK1 BP	Flame Thrower-MK1 BP	Flame Thrower-MK1 BP	Flame Thrower-MK1 BP
953	1	Flame Thrower-MK2 SP	Flame Thrower-MK2 SP	Flame Thrower-MK2 SP	Flame Thrower-MK2 SP
954	1	Laser Weapon-MK1 BP	Laser Weapon-MK1 BP	Laser Weapon-MK1 BP	Laser Weapon-MK1 BP
955	1	Laser Weapon-MK2 SP	Laser Weapon-MK2 SP	Laser Weapon-MK2 SP	Laser Weapon-MK2 SP
956	1	X_Apple	X_Apple	X_Apple	X_Apple
957	1	Red Paper	Red Paper	Red Paper	Red Paper
958	1	Green Paper	Green Paper	Green Paper	Green Paper
959	1	Grass	Grass	Grass	Grass
960	0	Rose	Rose	Rose	Rose
961	1	Carnation	Carnation	Carnation	Carnation
962	1	Rose	Rose	Rose	Rose
963	1	Firewood	Firewood	Firewood	Firewood
964	1	Celebratory Drink	Celebratory Drink	Celebratory Drink	Celebratory Drink
965	1	Giant Barrack Warp	Giant Barrack Warp	Giant Barrack Warp	Giant Barrack Warp
966	1	Sky Amuleto	Sky Amuleto	Sky Amuleto	Sky Amuleto
967	1	Earth Amuleto	Earth Amuleto	Earth Amuleto	Earth Amuleto
968	1	Labiyoing Recall Device	Labiyoing Recall Device	Labiyoing Recall Device	Labiyoing Recall Device
969	1	Labiyong Transfer Deed	Labiyong Transfer Deed	Labiyong Transfer Deed	Labiyong Transfer Deed
970	1	Normal Hyper Capsule	Normal Hyper Capsule	Normal Hyper Capsule	Normal Hyper Capsule
971	1	High-Quality Hyper Capsule	High-Quality Hyper Capsule	High-Quality Hyper Capsule	High-Quality Hyper Capsule
972	1	Damage Absorption Capsule	Damage Absorption Capsule	Damage Absorption Capsule	Damage Absorption Capsule
973	1	Attack Amplifying Capsule	Attack Amplifying Capsule	Attack Amplifying Capsule	Attack Amplifying Capsule
974	1	Defense Amplifying Capsule	Defense Amplifying Capsule	Defense Amplifying Capsule	Defense Amplifying Capsule
975	1	Curse Remover	Curse Remover	Curse Remover	Curse Remover
976	1	High Attack Amplifying Capsule	High Attack Amplifying Capsule	High Attack Amplifying Capsule	High Attack Amplifying Capsule
977	1	High Defense Amplifying Capsule	High Defense Amplifying Capsule	High Defense Amplifying Capsule	High Defense Amplifying Capsule
978	1	Platina Magica	Platina Magica	Platina Magica	Platina Magica
979	1	Twilight Sword	Twilight Sword	Twilight Sword	Twilight Sword
980	1	Glorious Axe	Glorious Axe	Glorious Axe	Glorious Axe
981	1	Silverwing Staff	Silverwing Staff	Silverwing Staff	Silverwing Staff
982	1	Sphinx Anel	Sphinx Anel	Sphinx Anel	Sphinx Anel
983	1	Wave Rifle	Wave Rifle	Wave Rifle	Wave Rifle
984	1	Bulkan Platinum Helm	Bulkan Platinum Helm	Bulkan Platinum Helm	Bulkan Platinum Helm
985	1	Kailipton Platinum Helm	Kailipton Platinum Helm	Kailipton Platinum Helm	Kailipton Platinum Helm
986	1	Human Platinum Helm	Human Platinum Helm	Human Platinum Helm	Human Platinum Helm
987	1	Aidia Platinum Helm	Aidia Platinum Helm	Aidia Platinum Helm	Aidia Platinum Helm
988	1	Bulkan Platinum Armor	Bulkan Platinum Armor	Bulkan Platinum Armor	Bulkan Platinum Armor
989	1	Kailipton Platinum Armor	Kailipton Platinum Armor	Kailipton Platinum Armor	Kailipton Platinum Armor
990	1	Aidia Platinum Armor	Aidia Platinum Armor	Aidia Platinum Armor	Aidia Platinum Armor
991	1	Human Platinum Armor	Human Platinum Armor	Human Platinum Armor	Human Platinum Armor
992	1	Bulkan Platinum Legs	Bulkan Platinum Legs	Bulkan Platinum Legs	Bulkan Platinum Legs
993	1	Kailipton Platinum Legs	Kailipton Platinum Legs	Kailipton Platinum Legs	Kailipton Platinum Legs
994	1	Aidia Platinum Legs	Aidia Platinum Legs	Aidia Platinum Legs	Aidia Platinum Legs
995	1	Human Platinum Legs	Human Platinum Legs	Human Platinum Legs	Human Platinum Legs
996	1	Bulkan Platinum Boots	Bulkan Platinum Boots	Bulkan Platinum Boots	Bulkan Platinum Boots
997	1	Kailipton Platinum Boots	Kailipton Platinum Boots	Kailipton Platinum Boots	Kailipton Platinum Boots
998	1	Aidia Platinum Boots	Aidia Platinum Boots	Aidia Platinum Boots	Aidia Platinum Boots
999	1	Human Platinum Boots	Human Platinum Boots	Human Platinum Boots	Human Platinum Boots
1000	1	Summer set sunglasses	Summer set sunglasses	Summer set sunglasses	Summer set sunglasses
1001	1	Summer set Shirt	Summer set Shirt	Summer set Shirt	Summer set Shirt
1002	1	Summer set Pants	Summer set Pants	Summer set Pants	Summer set Pants
1003	1	Summer set sandals	Summer set sandals	Summer set sandals	Summer set sandals
1004	1	Mine	Mine	Mine	Mine
1005	1	 Pedra Amoladeira Chakuram(1000)	Pedra Amoladeira Chakuram(1000)	Pedra Amoladeira Chakuram(1000)	Pedra Amoladeira Chakuram(1000)
1006	1	 Pedra Amoladeira Chakuram(500)	Pedra Amoladeira Chakuram(500)	Pedra Amoladeira Chakuram(500)	Pedra Amoladeira Chakuram(500)
1007	1	Obrigado	Obrigado	Obrigado	Obrigado
1008	1	Giving	Giving	Giving	Giving
1009	1	Dia	Dia	Dia	Dia
1010	1	Free Gift Ticket	Free Gift Ticket	Free Gift Ticket	Free Gift Ticket
1011	1	Incrivel especial Ataque	Incrivel especial Ataque	Incrivel especial Ataque	Incrivel especial Ataque
1012	1	Incrivel especial Defesa	Incrivel especial Defesa	Incrivel especial Defesa	Incrivel especial Defesa
1013	1	Especial dobro de Experiencia	Especial dobro de Experiencia	Especial dobro de Experiencia	Especial dobro de Experiencia
1014	1	Lime	Lime	Lime	Lime
1015	1	Teleporte Salvo  
1016	1	Charger Circuit	Charger Circuit	Charger Circuit	Charger Circuit
1017	1	Magic Leather	Magic Leather	Magic Leather	Magic Leather
1018	1	Chalk	Chalk	Chalk	Chalk
1019	1	Flute Cleaner	Flute Cleaner	Flute Cleaner	Flute Cleaner
1020	0	Electric Bow	Electric Bow	Electric Bow	Electric Bow
1021	1	Blood Gloves	Blood Gloves	Blood Gloves	Blood Gloves
1022	1	Magic Flute	Magic Flute	Magic Flute	Magic Flute
1023	1	Laser Beam Sword	Laser Beam Sword	Laser Beam Sword	Laser Beam Sword
1024	1	Banana	Banana	Banana	Banana
1025	1	White Horn Flag	White Horn Flag	White Horn Flag	White Horn Flag
1026	1	White Horn Crystal	White Horn Crystal	White Horn Crystal	White Horn Crystal
1027	1	Escudo High-Meta Bulkan	Escudo High-Meta Bulkan	Escudo High-Meta Bulkan	Escudo High-Meta Bulkan
1028	1	Escudo High-Meta Humano	Escudo High-Meta Humano	Escudo High-Meta Humano	Escudo High-Meta Humano
1029	1	Capa High-Meta Kalipton	Capa High-Meta Kalipton	Capa High-Meta Kalipton	Capa High-Meta Kalipton
1030	1	Asa High-Meta Aidia	Asa High-Meta Aidia	Asa High-Meta Aidia	Asa High-Meta Aidia
1031	1	Gift of Love	Gift of Love	Gift of Love	Gift of Love
1032	1	Anel Ancestral Lv.5	Anel Ancestral Lv.5	Anel Ancestral Lv.5	Anel Ancestral Lv.5
1033	1	Taeguk Head Band	Taeguk Head Band	Taeguk Head Band	Taeguk Head Band
1034	1	Taeguk Cloak	Taeguk Cloak	Taeguk Cloak	Taeguk Cloak
1035	1	Taeguk Wing	Taeguk Wing	Taeguk Wing	Taeguk Wing
1036	1	Taeguk Dress	Taeguk Dress	Taeguk Dress	Taeguk Dress
1037	1	Taeguk Kite Shield	Taeguk Kite Shield	Taeguk Kite Shield	Taeguk Kite Shield
1038	1	Taeguk Kite Shield	Taeguk Kite Shield	Taeguk Kite Shield	Taeguk Kite Shield
1039	1	Giga Stamina Potion	Giga Stamina Potion	Giga Stamina Potion	Giga Stamina Potion
1040	1	Vitality Increaser	Vitality Increaser	Vitality Increaser	Vitality Increaser
1041	1	Mana Increaser	Mana Increaser	Mana Increaser	Mana Increaser
1042	1	Electric Increaser	Electric Increaser	Electric Increaser	Electric Increaser
1043	1	Stamina Increaser	Stamina Increaser	Stamina Increaser	Stamina Increaser
1044	1	Instant Vitality Increaser	Instant Vitality Increaser	Instant Vitality Increaser	Instant Vitality Increaser
1045	1	Instant Mana Increaser	Instant Mana Increaser	Instant Mana Increaser	Instant Mana Increaser
1046	1	Instant Electric Increaser	Instant Electric Increaser	Instant Electric Increaser	Instant Electric Increaser
1047	1	Instant Stamina Increaser	Instant Stamina Increaser	Instant Stamina Increaser	Instant Stamina Increaser
1048	1	Mana Recovery	Mana Recovery	Mana Recovery	Mana Recovery
1049	1	Big Ball Candy	Big Ball Candy	Big Ball Candy	Big Ball Candy
1050	1	Mini Rocket Set	Mini Rocket Set	Mini Rocket Set	Mini Rocket Set
1051	1	Big Apple	Big Apple	Big Apple	Big Apple
1052	0	Inivation	Inivation	Inivation	Inivation
1053	1	Ruin Barrier	Ruin Barrier	Ruin Barrier	Ruin Barrier
1054	1	Record of the Darkness	Record of the Darkness	Record of the Darkness	Record of the Darkness
1055	1	Crystal of Lost Realms	Crystal of Lost Realms	Crystal of Lost Realms	Crystal of Lost Realms
1056	1	White Bikini Pants	White Bikini Pants	White Bikini Pants	White Bikini Pants
1057	1	White Bikini Wear	White Bikini Wear	White Bikini Wear	White Bikini Wear
1058	1	Black Bikini Pants	Black Bikini Pants	Black Bikini Pants	Black Bikini Pants
1059	1	Black Bikini Wear	Black Bikini Wear	Black Bikini Wear	Black Bikini Wear
1060	1	Swimming Trunks	Swimming Trunks	Swimming Trunks	Swimming Trunks
1061	1	Speedo Pants	Speedo Pants	Speedo Pants	Speedo Pants
1062	1	Defeat Sword	Defeat Sword	Defeat Sword	Defeat Sword
1063	1	Havoc Axe	Havoc Axe	Havoc Axe	Havoc Axe
1064	1	Ruin Staff	Ruin Staff	Ruin Staff	Ruin Staff
1065	1	Devil Anel	Devil Anel	Devil Anel	Devil Anel
1066	1	Crumble Gun	Crumble Gun	Crumble Gun	Crumble Gun
1067	1	Diamante Raro Bruto	Diamante Raro Bruto	Diamante Raro Bruto	Diamante Raro Bruto
1068	1	Diamante Raro	Diamante Raro	Diamante Raro	Diamante Raro
1069	1	Winter Knight Summon Stone	Winter Knight Summon Stone	Winter Knight Summon Stone	Winter Knight Summon Stone
1070	1	Winter Knight Summon Stone(S)	Winter Knight Summon Stone(S)	Winter Knight Summon Stone(S)	Winter Knight Summon Stone(S)
1071	0	Seal of Flame	Seal of Flame	Seal of Flame	Seal of Flame
1072	0	Seal of Thunder	Seal of Thunder	Seal of Thunder	Seal of Thunder
1073	1	Dmitron Pass	Dmitron Pass	Dmitron Pass	Dmitron Pass
1074	0	Lucky Key	Lucky Key	Lucky Key	Lucky Key
1075	1	Dragon Capsule	Dragon Capsule	Dragon Capsule	Dragon Capsule
1076	1	Spirit Capsule	Spirit Capsule	Spirit Capsule	Spirit Capsule
1077	1	Ancient Sword	Ancient Sword	Ancient Sword	Ancient Sword
1078	1	Ancient Axe	Ancient Axe	Ancient Axe	Ancient Axe
1079	1	Ancient Staff	Ancient Staff	Ancient Staff	Ancient Staff
1080	1	Ancient Gun	Ancient Gun	Ancient Gun	Ancient Gun
1081	1	Ancient Anel	Ancient Anel	Ancient Anel	Ancient Anel
1082	1	Quad-Cracker	Quad-Cracker	Quad-Cracker	Quad-Cracker
1083	1	Rainbow Firecracker	Rainbow Firecracker	Rainbow Firecracker	Rainbow Firecracker
1084	1	Songpyun	Songpyun	Songpyun	Songpyun
1085	1	Crown	Crown	Crown	Crown
1086	1	Corega	Corega	Corega	Corega
1087	1	Bracelete Evolutivo	Bracelete Evolutivo	Bracelete Evolutivo	Bracelete Evolutivo
1088	1	Seal of Power	Seal of Power	Seal of Power	Seal of Power
1089	1	Mystic Contract	Mystic Contract	Mystic Contract	Mystic Contract
1090	1	Seal of Flame	Seal of Flame	Seal of Flame	Seal of Flame
1091	1	Fury of Thunder	Fury of Thunder	Fury of Thunder	Fury of Thunder
1092	1	Seal of Freedom	Seal of Freedom	Seal of Freedom	Seal of Freedom
1093	1	Seal of Hero	Seal of Hero	Seal of Hero	Seal of Hero
1094	1	Power of Protecao	Power of Protecao	Power of Protecao	Power of Protecao
1095	1	Metamorphosis	Metamorphosis	Metamorphosis	Metamorphosis
1096	1	Wave of Change	Wave of Change	Wave of Change	Wave of Change
1097	1	Sign of Life	Sign of Life	Sign of Life	Sign of Life
1098	1	Devil Mask	Devil Mask	Devil Mask	Devil Mask
1099	1	Demon Mask	Demon Mask	Demon Mask	Demon Mask
1100	1	Skull Mask	Skull Mask	Skull Mask	Skull Mask
1101	1	Bulkan Mask(Male)	Bulkan Mask(Male)	Bulkan Mask(Male)	Bulkan Mask(Male)
1102	1	Bulkan Mask(Female)	Bulkan Mask(Female)	Bulkan Mask(Female)	Bulkan Mask(Female)
1103	1	Kailipton Mask(Male)	Kailipton Mask(Male)	Kailipton Mask(Male)	Kailipton Mask(Male)
1104	1	Kailipton Mask(Female)	Kailipton Mask(Female)	Kailipton Mask(Female)	Kailipton Mask(Female)
1105	1	Aidia Mask(Male)	Aidia Mask(Male)	Aidia Mask(Male)	Aidia Mask(Male)
1106	1	Aidia Mask(Female)	Aidia Mask(Female)	Aidia Mask(Female)	Aidia Mask(Female)
1107	1	Human Mask(Male)	Human Mask(Male)	Human Mask(Male)	Human Mask(Male)
1108	1	Human Mask(Female)	Human Mask(Female)	Human Mask(Female)	Human Mask(Female)
1109	1	Pumpkin	Pumpkin	Pumpkin	Pumpkin
1110	1	Red skull	Red skull	Red skull	Red skull
1111	1	Blue skull	Blue skull	Blue skull	Blue skull
1112	1	Yellow Skull	Yellow Skull	Yellow Skull	Yellow Skull
1113	1	Green skull	Green skull	Green skull	Green skull
1122	1	Thanks	Thanks	Thanks	Thanks
1123	0	Giving	Giving	Giving	Giving
1124	0	Day	Day	Day	Day
1125	1	Harisen	Harisen	Harisen	Harisen
1126	1	Red Socks	Red Socks	Red Socks	Red Socks
1127	1	Crusader Shield	Crusader Shield	Crusader Shield	Crusader Shield
1128	1	Crown	Crown	Crown	Crown
1129	1	Ice bar	Ice bar	Ice bar	Ice bar
1130	1	Ice cream	Ice cream	Ice cream	Ice cream
1131	1	Mystery Gift Box	Mystery Gift Box	Mystery Gift Box	Mystery Gift Box
1132	1	Santa Wear Blue	Santa Wear Blue	Santa Wear Blue	Santa Wear Blue
1133	1	Santa Pants Blue	Santa Pants Blue	Santa Pants Blue	Santa Pants Blue
1134	1	Santa Cap Blue	Santa Cap Blue	Santa Cap Blue	Santa Cap Blue
1135	1	Xmas Navy Ball	Xmas Navy Ball	Xmas Navy Ball	Xmas Navy Ball
1136	1	Xmas Blue Ball	Xmas Blue Ball	Xmas Blue Ball	Xmas Blue Ball
1137	1	Xmas Violet Ball	Xmas Violet Ball	Xmas Violet Ball	Xmas Violet Ball
1138	1	Xmas Red Ball	Xmas Red Ball	Xmas Red Ball	Xmas Red Ball
1139	1	Xmas Orange Ball	Xmas Orange Ball	Xmas Orange Ball	Xmas Orange Ball
1140	1	Xmas Yellow Ball	Xmas Yellow Ball	Xmas Yellow Ball	Xmas Yellow Ball
1141	1	Xmas Green Ball	Xmas Green Ball	Xmas Green Ball	Xmas Green Ball
1142	1	Mystic Dual Sword	Mystic Dual Sword	Mystic Dual Sword	Mystic Dual Sword
1143	1	Quake stone	Quake stone	Quake stone	Quake stone
1144	1	Screw Fire Cracker	Screw Fire Cracker	Screw Fire Cracker	Screw Fire Cracker
1145	1	Fountain Fire Cracker	Fountain Fire Cracker	Fountain Fire Cracker	Fountain Fire Cracker
1146	1	Grand Dual Sword	Grand Dual Sword	Grand Dual Sword	Grand Dual Sword
1147	1	Blood Dual Sword	Blood Dual Sword	Blood Dual Sword	Blood Dual Sword
1148	0	DualSword4	DualSword4	DualSword4	DualSword4
1149	0	DualSword5	DualSword5	DualSword5	DualSword5
1150	1	Battle Hammer	Battle Hammer	Battle Hammer	Battle Hammer
1151	1	Reverse hammer	Reverse hammer	Reverse hammer	Reverse hammer
1152	1	Spike hammer	Spike hammer	Spike hammer	Spike hammer
1153	0	Hammer 4	Hammer 4	Hammer 4	Hammer 4
1154	0	Hammer 5	Hammer 5	Hammer 5	Hammer 5
1155	1	Life Stone	Life Stone	Life Stone	Life Stone
1156	0	Heist Stone	Heist Stone	Heist Stone	Heist Stone
1157	0	Divine Stone 4	Divine Stone 4	Divine Stone 4	Divine Stone 4
1158	0	Divine Stone 5	Divine Stone 5	Divine Stone 5	Divine Stone 5
1159	1	Rough Refiner	Rough Refiner	Rough Refiner	Rough Refiner
1160	1	Flour Refiner	Flour Refiner	Flour Refiner	Flour Refiner
1161	1	Egg Wrapper	Egg Wrapper	Egg Wrapper	Egg Wrapper
1162	1	Leather Hairband	Leather Hairband	Leather Hairband	Leather Hairband
1163	1	Leather Armor	Leather Armor	Leather Armor	Leather Armor
1164	1	Leather Pants	Leather Pants	Leather Pants	Leather Pants
1165	1	Leather Boots	Leather Boots	Leather Boots	Leather Boots
1166	1	Bless Helmet	Bless Helmet	Bless Helmet	Bless Helmet
1167	1	Bless Armor	Bless Armor	Bless Armor	Bless Armor
1168	1	Bless Pants	Bless Pants	Bless Pants	Bless Pants
1169	1	Bless Boots	Bless Boots	Bless Boots	Bless Boots
1170	1	Death Bless Helmet	Death Bless Helmet	Death Bless Helmet	Death Bless Helmet
1171	1	Death Bless Armor	Death Bless Armor	Death Bless Armor	Death Bless Armor
1172	1	Death Bless Pants	Death Bless Pants	Death Bless Pants	Death Bless Pants
1173	1	Death Bless Boots	Death Bless Boots	Death Bless Boots	Death Bless Boots
1174	1	Hyper Helmet	Hyper Helmet	Hyper Helmet	Hyper Helmet
1175	1	Hyper Armor	Hyper Armor	Hyper Armor	Hyper Armor
1176	1	Hyper Pants	Hyper Pants	Hyper Pants	Hyper Pants
1177	1	Hyper Boots	Hyper Boots	Hyper Boots	Hyper Boots
1178	1	Luminous Helmet	Luminous Helmet	Luminous Helmet	Luminous Helmet
1179	1	Luminous Armor	Luminous Armor	Luminous Armor	Luminous Armor
1180	1	Luminous Pants	Luminous Pants	Luminous Pants	Luminous Pants
1181	1	Luminous Boots	Luminous Boots	Luminous Boots	Luminous Boots
1182	1	Vengeance Helmet	Vengeance Helmet	Vengeance Helmet	Vengeance Helmet
1183	1	Vengeance Armor	Vengeance Armor	Vengeance Armor	Vengeance Armor
1184	1	Vengeance Pants	Vengeance Pants	Vengeance Pants	Vengeance Pants
1185	1	Vengeance Boots	Vengeance Boots	Vengeance Boots	Vengeance Boots
1186	1	Vengeance Helmet	Vengeance Helmet	Vengeance Helmet	Vengeance Helmet
1187	1	Vengeance Armor	Vengeance Armor	Vengeance Armor	Vengeance Armor
1188	1	Vengeance Pants	Vengeance Pants	Vengeance Pants	Vengeance Pants
1189	1	Vengeance Boots	Vengeance Boots	Vengeance Boots	Vengeance Boots
1190	1	Splendor Helmet	Splendor Helmet	Splendor Helmet	Splendor Helmet
1191	1	Splendor Armor	Splendor Armor	Splendor Armor	Splendor Armor
1192	1	Splendor Pants	Splendor Pants	Splendor Pants	Splendor Pants
1193	1	Splendor Boots	Splendor Boots	Splendor Boots	Splendor Boots
1194	1	Jin ? Splendor Helmet	Jin ? Splendor Helmet	Jin ? Splendor Helmet	Jin ? Splendor Helmet
1195	1	Jin - Splendor Armor	Jin - Splendor Armor	Jin - Splendor Armor	Jin - Splendor Armor
1196	1	Jin - Splendor Pants	Jin - Splendor Pants	Jin - Splendor Pants	Jin - Splendor Pants
1197	1	Jin - Splendor Boots	Jin - Splendor Boots	Jin - Splendor Boots	Jin - Splendor Boots
1198	1	Capacete de Posseidon	Capacete de Posseidon	Capacete de Posseidon	Capacete de Posseidon
1199	1	Armadura de Posseidon	Armadura de Posseidon	Armadura de Posseidon	Armadura de Posseidon
1200	1	Calca de Posseidon	Calca de Posseidon	Calca de Posseidon	Calca de Posseidon
1201	1	Botas de Posseidon	Botas de Posseidon	Botas de Posseidon	Botas de Posseidon
1202	1	Capacete Reptil	Capacete Reptil	Capacete Reptil	Capacete Reptil
1203	1	Armadura Reptil	Armadura Reptil	Armadura Reptil	Armadura Reptil
1204	1	Calcas Reptil	Calcas Reptil	Calcas Reptil	Calcas Reptil
1205	1	Botas Reptil	Botas Reptil	Botas Reptil	Botas Reptil
1206	1	Luke Helmet	Luke Helmet	Luke Helmet	Luke Helmet
1207	1	Luke Armor	Luke Armor	Luke Armor	Luke Armor
1208	1	Luke Pants	Luke Pants	Luke Pants	Luke Pants
1209	1	Luke Boots	Luke Boots	Luke Boots	Luke Boots
1210	1	Mystery Luke Helmet	Mystery Luke Helmet	Mystery Luke Helmet	Mystery Luke Helmet
1211	1	Mystery Luke Armor	Mystery Luke Armor	Mystery Luke Armor	Mystery Luke Armor
1212	1	Mystery Luke Pants	Mystery Luke Pants	Mystery Luke Pants	Mystery Luke Pants
1213	1	Mystery Luke Boots	Mystery Luke Boots	Mystery Luke Boots	Mystery Luke Boots
1214	1	Harces Helmet	Harces Helmet	Harces Helmet	Harces Helmet
1215	1	Harces Armor	Harces Armor	Harces Armor	Harces Armor
1216	1	Harces Pants	Harces Pants	Harces Pants	Harces Pants
1217	1	Harces Boots	Harces Boots	Harces Boots	Harces Boots
1218	1	Wee Harces Helmet	Wee Harces Helmet	Wee Harces Helmet	Wee Harces Helmet
1219	1	Wee Harces Armor	Wee Harces Armor	Wee Harces Armor	Wee Harces Armor
1220	1	Wee Harces Pants	Wee Harces Pants	Wee Harces Pants	Wee Harces Pants
1221	1	Wee Harces Boots	Wee Harces Boots	Wee Harces Boots	Wee Harces Boots
1222	1	Bless Helmet	Bless Helmet	Bless Helmet	Bless Helmet
1223	1	Bless Armor	Bless Armor	Bless Armor	Bless Armor
1224	1	Bless Pants	Bless Pants	Bless Pants	Bless Pants
1225	1	Bless Boots	Bless Boots	Bless Boots	Bless Boots
1226	1	Sacred Bless Helmet	Sacred Bless Helmet	Sacred Bless Helmet	Sacred Bless Helmet
1227	1	Sacred Bless Armor	Sacred Bless Armor	Sacred Bless Armor	Sacred Bless Armor
1228	1	Sacred Bless Pants	Sacred Bless Pants	Sacred Bless Pants	Sacred Bless Pants
1229	1	Sacred Bless Boots	Sacred Bless Boots	Sacred Bless Boots	Sacred Bless Boots
1230	1	Special Double Experience	Special Double Experience	Special Double Experience	Special Double Experience
1231	1	Bunny Chocolate	Bunny Chocolate	Bunny Chocolate	Bunny Chocolate
1232	0	Jelly Egg	Jelly Egg	Jelly Egg	Jelly Egg
1233	0	Speckeld Egg	Speckeld Egg	Speckeld Egg	Speckeld Egg
1234	1	Hybrider Meta Shield	Hybrider Meta Shield	Hybrider Meta Shield	Hybrider Meta Shield
1235	1	Escudo High-Meta Hibrider	Escudo High-Meta Hibrider	Escudo High-Meta Hibrider	Escudo High-Meta Hibrider
1236	1	Hybrider Meta Cape	Hybrider Meta Cape	Hybrider Meta Cape	Hybrider Meta Cape
1237	1	Hybrider Hi-Meta Cape	Capa High-Meta Hibrider	Capa High-Meta Hibrider	Capa High-Meta Hibrider
1238	1	Demy-Crusher	Demy-Crusher	Demy-Crusher	Demy-Crusher
1239	1	BP Box	BP Box	BP Box	BP Box
1240	1	Iced Water	Iced Water	Iced Water	Iced Water
1241	1	Stick Candy	Stick Candy	Stick Candy	Stick Candy
1242	1	Ultra Nippon Uniform	Ultra Nippon Uniform	Ultra Nippon Uniform	Ultra Nippon Uniform
1243	1	Ultra Nippon Pants	Ultra Nippon Pants	Ultra Nippon Pants	Ultra Nippon Pants
1244	1	Ultra Nippon Shoes	Ultra Nippon Shoes	Ultra Nippon Shoes	Ultra Nippon Shoes
1245	1	Chaos Ball 2 (Blue)	Chaos Ball 2 (Blue)	Chaos Ball 2 (Blue)	Chaos Ball 2 (Blue)
1246	1	Chaos Ball 2 (Orange)	Chaos Ball 2 (Orange)	Chaos Ball 2 (Orange)	Chaos Ball 2 (Orange)
1247	1	Chaos Ball 3 (Blue)	Chaos Ball 3 (Blue)	Chaos Ball 3 (Blue)	Chaos Ball 3 (Blue)
1248	1	Chaos Ball 3 (Orange)	Chaos Ball 3 (Orange)	Chaos Ball 3 (Orange)	Chaos Ball 3 (Orange)
1249	1	Chaos Ball 3 (Yellow)	Chaos Ball 3 (Yellow)	Chaos Ball 3 (Yellow)	Chaos Ball 3 (Yellow)
1250	1	Chaos Ball 3 (Purple)	Chaos Ball 3 (Purple)	Chaos Ball 3 (Purple)	Chaos Ball 3 (Purple)
1251	1	Point Reset Card	Point Reset Card	Point Reset Card	Point Reset Card
1252	1	Chaos Ball (Navy)	Chaos Ball (Navy)	Chaos Ball (Navy)	Chaos Ball (Navy)
1253	1	Chaos Ball (Blue)	Chaos Ball (Blue)	Chaos Ball (Blue)	Chaos Ball (Blue)
1254	1	Chaos Ball (Purple)	Chaos Ball (Purple)	Chaos Ball (Purple)	Chaos Ball (Purple)
1255	1	Chaos Ball (Red)	Chaos Ball (Red)	Chaos Ball (Red)	Chaos Ball (Red)
1256	1	Chaos Ball (Orange)	Chaos Ball (Orange)	Chaos Ball (Orange)	Chaos Ball (Orange)
