ID	KOREA	JAPAN	ENGLISH	THAI
597	Aumenta resistance to Volcanic Shot.	??????????????????	Aumenta resistance to Volcanic Shot.	Aumenta resistance to Volcanic Shot.
598	Aumenta resistance to Fire Sparks.	???????????????	Aumenta resistance to Fire Sparks.	Aumenta resistance to Fire Sparks.
599	Aumenta resistance to Cold Attack.	???????????????	Aumenta resistance to Cold Attack.	Aumenta resistance to Cold Attack.
600	Reflect Dano to enemy when it Attacks.	??????????????	Reflect Dano to enemy when it Attacks.	Reflect Dano to enemy when it Attacks.
601	Decreases electricity consumption when Electric Shield is used.	????????????????????????	Decreases electricity consumption when Electric Shield is used.	Decreases electricity consumption when Electric Shield is used.
602	Used more electricity to Aumenta Attack power.	????????????????????????	Used more electricity to Aumenta Attack power.	Used more electricity to Aumenta Attack power.
603	Use Random Teleport.	?????????????	Use Random Teleport.	Use Random Teleport.
604	Makes you invisible to the enemy.	?????????	Makes you invisible to the enemy.	Makes you invisible to the enemy.
605	Makes you see all invisible monsters.	???????????????	Makes you see all invisible monsters.	Makes you see all invisible monsters.
606	All types of resistance powers will Aumenta.	????????????	All types of resistance powers will Aumenta.	All types of resistance powers will Aumenta.
607	Dissolve Destruction and Curse Species Attack.	??????????????	Dissolve Destruction and Curse Species Attack.	Dissolve Destruction and Curse Species Attack.
608	A machine part for the Humano Race	??????????	A machine part for the Humano Race	A machine part for the Humano Race
609	%d Nivel Wand Recharge	%d ?????????	%d Nivel Wand Recharge	%d Nivel Wand Recharge
610	Chance of Paralyzing success : %d	???? : %d	Chance of Paralyzing success : %d	Chance of Paralyzing success : %d
611	Vitality %dpercent decreases	????? %d	Vitality %dpercent decreases	HP %dpercent decreases
612	Chance of Freezeing success : %d	???? : %d	Chance of Freezeing success : %d	Chance of Freezeing success : %d
613	Protect for %d seconds	%d???????	Protect for %d seconds	Protect for %d seconds
614	%dPercent of Resistance to Volt	????? %d	%dPercent of Resistance to Volt	%dPercent of Resistance to Volt
615	%dPercent of Resistance  to Volcanic 	?????? %d	%dPercent of Resistance  to Volcanic 	%dPercent of Resistance  to Volcanic 
616	%dPercent of Resistance to Fire Sparks	????? %d	%dPercent of Resistance to Fire Sparks	%dPercent of Resistance to Fire Sparks
617	%dPercent of Resistance to Cold	????? %d	%dPercent of Resistance to Cold	%dPercent of Resistance to Cold
618	%d%% Attacking power Aumenta	%d%%?????	%d%% Attacking power Aumenta	%d%% Attacking power Aumenta
619	%d ~ %d%% Attacking Power Aumenta	%d ? %d%% ?????	%d ~ %d%% Attacking Power Aumenta	%d ~ %d%% Attacking Power Aumenta
620	Resistencia Total %d%% Aumenta	??????? %d%%	Resistencia Total %d%% Aumenta	Resistencia Total %d%% Aumenta
621	Chance of dissolution success %d%%	???? %d%%	Chance of dissolution success %d%%	Chance of dissolution success %d%%
622	Stop the Species of Fuzzy %d%%	???????%d%%	Stop the Species of Fuzzy %d%%	Stop the Species of Fuzzy %d%%
623	Distribute Dano %d%%	??????%d%%	Distribute Dano %d%%	Distribute Dano %d%%
624	Duration %d seconds	???? %d?	Duration %d seconds	Duration %d seconds
625	Stop the Species of Mental for %d seconds	??????? %d?	Stop the Species of Mental for %d seconds	Stop the Species of Mental for %d seconds
626	Stop correlation Habilidade for %d seconds	??????? %d?	Stop correlation Habilidade for %d seconds	Stop correlation Habilidade for %d seconds
627	%d ~ %d%% Defense rating Aumenta	%d ? %d%% ?????	%d ~ %d%% Defense rating Aumenta	%d ~ %d%% Defense rating Aumenta
628	%d ~ %d%% Absorbes Dano	%d ? %d%% ??????	%d ~ %d%% Absorbes Dano	%d ~ %d%% Absorbes Dano
629	Monster Defense rating %d%% decreases	????? %d%% ??	Monster Defense rating %d%% decreases	Monster Defense rating %d%% decreases
630	Chance of breaking Hard Barrier %d%%	?????????? %d%%	Chance of breaking Hard Barrier %d%%	Chance of breaking Hard Barrier %d%%
631	Attacking power %d%% Aumenta	????? %d%%	Attacking power %d%% Aumenta	Attacking power %d%% Aumenta
632	Summoning time %d%% Aumenta	?????? %d%%	Summoning time %d%% Aumenta	Summoning time %d%% Aumenta
633	%d%% Mana consumption decreases	%d%% ????????	%d%% Mana consumption decreases	%d%% Mana consumption decreases
634	Small equipment for Humano race	?????????	Small equipment for Humano race	Small equipment for Humano race
635	Assembly Kit+Processor Kit(2)+Controller Kit(5)	?????+?????????(2)+?????(5)	Assembly Kit+Processor Kit(2)+Controller Kit(5)	Assembly Kit+Processor Kit(2)+Controller Kit(5)
636	Switch to Fuzzy	??????	Switch to Fuzzy	Switch to Fuzzy
637	Assembly Kit+Processor Kit(3)+	?????+?????????(3)+	Assembly Kit+Processor Kit(3)+	Assembly Kit+Processor Kit(3)+
638	Controller Kit(1)+Cell Capsule(2)	?????(1)+?????????(2)	Controller Kit(1)+Cell Capsule(2)	Controller Kit(1)+Cell Capsule(2)
639	Destroy Hard Barrier	????????	Destroy Hard Barrier	Destroy Hard Barrier
640	Assembly Kit+Processor Kit(3)+	?????+?????????(3)+	Assembly Kit+Processor Kit(3)+	Assembly Kit+Processor Kit(3)+
641	Controller Kit(1)+Cell Capsule(2)	?????(1)+?????????(2)	Controller Kit(1)+Cell Capsule(2)	Controller Kit(1)+Cell Capsule(2)
642	Radar	????	Radar	Radar
643	Assembly Kit+Processor Kit(2)+Controller Kit(5)	?????+?????????(2)+?????(5)	Assembly Kit+Processor Kit(2)+Controller Kit(5)	Assembly Kit+Processor Kit(2)+Controller Kit(5)
644	Resistance to Bolt	????	Resistance to Bolt	Resistance to Bolt
645	Assembly Kit+Processor Kit(5)+	?????+?????????(5)+	Assembly Kit+Processor Kit(5)+	Assembly Kit+Processor Kit(5)+
646	Controller Kit(4)+Cell Capsule(2)+Antibiotic Capsule(3)	?????(4)+?????????(2)+??????(3)	Controller Kit(4)+Cell Capsule(2)+Antibiotic Capsule(3)	Controller Kit(4)+Cell Capsule(2)+Antibiotic Capsule(3)
647	Resistance to Volcanic	?????	Resistance to Volcanic	Resistance to Volcanic
648	Assembly Kit+Processor Kit(5)+	?????+?????????(5)+	Assembly Kit+Processor Kit(5)+	Assembly Kit+Processor Kit(5)+
649	Controller Kit(4)+Cell Capsule(2)+Antibiotic Capsule(3)	?????(4)+?????????(2)+??????(3)	Controller Kit(4)+Cell Capsule(2)+Antibiotic Capsule(3)	Controller Kit(4)+Cell Capsule(2)+Antibiotic Capsule(3)
650	Resistance to Fire Sparks	????	Resistance to Fire Sparks	Resistance to Fire Sparks
651	Assembly Kit+Processor Kit(5)+	?????+?????????(5)+	Assembly Kit+Processor Kit(5)+	Assembly Kit+Processor Kit(5)+
652	Controller Kit(4)+Cell Capsule(2)+Antibiotic Capsule(3)	?????(4)+?????????(2)+??????(3)	Controller Kit(4)+Cell Capsule(2)+Antibiotic Capsule(3)	Controller Kit(4)+Cell Capsule(2)+Antibiotic Capsule(3)
653	Resistance to Cold	????	Resistance to Cold	Resistance to Cold
654	Assembly Kit+Processor Kit(5)+	?????+?????????(5)+	Assembly Kit+Processor Kit(5)+	Assembly Kit+Processor Kit(5)+
655	Controller Kit(4)+Cell Capsule(2)+Antibiotic Capsule(3)	?????(4)+?????????(2)+??????(3)	Controller Kit(4)+Cell Capsule(2)+Antibiotic Capsule(3)	Controller Kit(4)+Cell Capsule(2)+Antibiotic Capsule(3)
656	Electric Shock	?????????	Electric Shock	Electric Shock
657	Assembly Kit+Radar(2)+Cell Capsule(3)	?????+????(2)+?????????(3)	Assembly Kit+Radar(2)+Cell Capsule(3)	Assembly Kit+Radar(2)+Cell Capsule(3)
658	Absorb Electricity	???????	Absorb Electricity	Absorb Electricity
659	Assembly Kit+Radar(2)+Cell Capsule(3)+	?????+????(2)+?????????(3)	Assembly Kit+Radar(2)+Cell Capsule(3)+	Assembly Kit+Radar(2)+Cell Capsule(3)+
660	Antibiotic Capsule(5)	??????(5)	Antibiotic Capsule(5)	Antibiotic Capsule(5)
661	Boost Electricity	???????	Boost Electricity	Boost Electricity
662	Assembly Kit+Switch to Hard Barrier(1)+Controller Kit(3)+	?????+????????(1)+?????(3)+	Assembly Kit+Switch to Hard Barrier(1)+Controller Kit(3)+	Assembly Kit+Switch to Hard Barrier(1)+Controller Kit(3)+
663	Gene Capsule(3)	???????(3)	Gene Capsule(3)	Gene Capsule(3)
664	Spatial Controller	??????	Spatial Controller	Spatial Controller
665	Assembly Kit+Radar(9)+Gene Capsule(5)	?????+????(9)+???????(5)	Assembly Kit+Radar(9)+Gene Capsule(5)	Assembly Kit+Radar(9)+Gene Capsule(5)
666	Total Resistance	????	Total Resistance	Total Resistance
667	Assembly Kit+Resistance to Bolt(1)+Resistance to Volcanic(1)+	?????+????(1)+?????(1)+	Assembly Kit+Resistance to Bolt(1)+Resistance to Volcanic(1)+	Assembly Kit+Resistance to Bolt(1)+Resistance to Volcanic(1)+
668	Resistance to Fire Sparks(1)+Resistance to Cold(1)+Gene Capsule(5)+	????(1)+????(1)+???????(5)+	Resistance to Fire Sparks(1)+Resistance to Cold(1)+Gene Capsule(5)+	Resistance to Fire Sparks(1)+Resistance to Cold(1)+Gene Capsule(5)+
669	Harpoon Capsule(1)	???????????(1)	Harpoon Capsule(1)	Harpoon Capsule(1)
670	Switch to Total	????	Switch to Total	Switch to Total
671	Assembly Kit+Switch to Hard Barrier(3)+Gene Capsule(5)+	?????+????????(3)+???????(5)+	Assembly Kit+Switch to Hard Barrier(3)+Gene Capsule(5)+	Assembly Kit+Switch to Hard Barrier(3)+Gene Capsule(5)+
672	Khan Capsule(1)+Switch to Fuzzy(3)	????????(1)+??????(3)	Khan Capsule(1)+Switch to Fuzzy(3)	Khan Capsule(1)+Switch to Fuzzy(3)
673	Check your 'machine parts' and 'Kit'.	??'?'???'?????????	Check your 'machine parts' and 'Kit'.	Check your 'machine parts' and 'Kit'.
674	Can be combined by Humano's only	??????????????	Can be combined by Humano's only	Can be combined by Humano's only
675	Not enough Habilidade Nivel	????????	Not enough Habilidade Nivel	Not enough Habilidade Nivel
676	Probability of Chaos Attack : %d	???? : %d	Probability of Chaos Attack : %d	Probability of Chaos Attack : %d
677	70 added to Defensive power, with one-handed weapon	??????????? +70	70 added to Defensive power, with one-handed weapon	Def +70, with 1-Hand weapon
678	%s of %s	%s? %s	%s of %s	%s of %s
679	(Hand) Clapping for cheering	????????	(Hand) Clapping for cheering	(???) ?????????????????????
680	Rotate Screen	????	Rotate Screen	??????????
681	Normal Attack	????	Normal Attack	????????????
682	Trade Channel	???????	Trade Channel	????????-?????????
683	Character Information(C)	????????	Character Information(C)	????????????? (C)
684	Inventory(I)	??????	Inventory(I)	??????????? (I)
685	Habilidades(T)	???	Habilidades(T)	???? (T)
686	Pet(O)	???	Pet(O)	??????????? (O)
687	Map(M)	???	Map(M)	?????? (M)
688	Help(F1)	???	Help(F1)	????????? (F1)
689	Party(P)	????	Party(P)	??????? (P)
690	Exit(Esc)	??	Exit(Esc)	??? (Esc)
691	Exchange	??	Exchange	??????????
692	Refine	??	Refine	Refine
693	Withdraw	??	Withdraw	??????
694	If you withdraw from guild, you can apply again in 3 days.	????????????????????????????????????	If you withdraw from guild, you can apply again in 3 days.	??????????????? Guild ??????????????? Guild ?????????????????????
695	1st Floor of Shilon Dungeon	?????????	1st Floor of Shilon Dungeon	1st Floor of Shilon Dungeon
696	Dekadun	????	Dekadun	Dekadun
697	Dekaren	????	Dekaren	Dekaren
698	Shirust	?????????	Shirust	Shirust
699	Your guilds are in free Player Killing Mode.	??????????	Your guilds are in free Player Killing Mode.	Guild ???????????????? Free PK
700	Your guilds are out of free Player Killing Mode.	???????????	Your guilds are out of free Player Killing Mode.	Guild ???????????????? Free PK
701	%s Equipment	%s ??	%s Equipment	??????? %s
702	//Trade	//??	//Trade	//??????
703	Whispering	???	Whispering	Whisper
704	Deckadun %d F	????%d?	Deckadun %d F	Dekadun ???? %d
705	Deckaren %d F	????%d?	Deckaren %d F	Dekaren ???? %d
706	Are you sure to sell it?	?????????	Are you sure to sell it?	???????????????????????????
707	You can play PVP mode after Nivel 11.	???????????????	You can play PVP mode after Nivel 11.	???????????????? PvP ????????Nivel 11 ??????
708	Battle mode	?????	Battle mode	?????????????
709	Companion mode	?????	Companion mode	???????????
710	Pickup mode	?????	Pickup mode	???????????
711	Evasion mode	?????	Evasion mode	??????????????
712	It's Rune stone. Are you sure to throw it away?	????????????	It's Rune stone. Are you sure to throw it away?	??????????????????????????????????????
713	It's Special item. Are you sure to throw it away?	????????????????	It's Special item. Are you sure to throw it away?	??????????????????????????????????????????
714	Shirust (Progmare Zoo)	??????????????	Shirust (Progmare Zoo)	Shirust (Progmare Zoo)
715	Shirust (Under Land Vile)	??????????	Shirust (Under Land Vile)	Shirust (Under Land Vile)
716	Shirust (Time lift zone)	???????????	Shirust (Time lift zone)	Shirust (Time lift zone)
717	Paros (Castelo no Ceu)	???	Paros (Castelo no Ceu)	Paros (Castelo no Ceu)
718	Laglamia	?????	Laglamia	Laglamia
719	It's Rune stone. Will you proceed to sell it?	??????????? ?	It's Rune stone. Will you proceed to sell it?	??????????????????? Rune stone ???????????
720	It's Special item. Will you proceed to sell it?	??????????????? ?	It's Special item. Will you proceed to sell it?	??????????????????? Special item ???????????
721	Ancient Ring Recovery Failed.	????????????????	Ancient Ring Recovery Failed.	????????? Ancient Ring ???????
722	Quick Slot	????????	Quick Slot	Quick Slot
723	Summon Airen.	??????????	Summon Airen.	Summon Airen.
724	Required Nivel : %d - %d	?????? %d - %d	Required Nivel : %d - %d	Required Nivel : %d - %d
725	Physical Dano Shield + %d%%	????? +%d%%	Physical Dano Shield + %d%%	Physical Dano Shield + %d%%
726	Dano Reflection vs Monster + %d%%	??????????? +%d%%	Dano Reflection vs Monster + %d%%	Dano Reflection vs Monster + %d%%
727	Nivel necessario para plus: acima de %d	??????????????? %d??	Nivel necessario para plus: acima de %d	Nivel necessario para plus: acima de %d
728	Remainings : %d	??????? %d	Remainings : %d	Remainings : %d
729	Probability of win : 68%%	???? 68%%	Probability of win : 68%%	Probability of win : 68%%
730	Probability of win : 17%%	???? 17%%	Probability of win : 17%%	Probability of win : 17%%
731	Estimated value: %d	??????? %d	Estimated value: %d	Estimated value: %d
732	When Plus Finger Ring is made, plus is lost	??????????????????????	When Plus Finger Ring is made, plus is lost	?????????????????????????????????? ?????????????
733	May I withdraw Finger Ring?	?????????????????	May I withdraw Finger Ring?	?????????????????????? ?
734	Oops! Danod Toy is of no use.	???????????????????	Oops! Danod Toy is of no use.	?????? ! ????????????? ???????????????????
735	Acquired an item as a present.	??????????????	Acquired an item as a present.	???????????????????????
736	Acquired a plus item as a present.	??????????????????????	Acquired a plus item as a present.	??????????????????????????
737	Only one at a time.	???1????????	Only one at a time.	???????????????
738	Exchange Error!	??????????	Exchange Error!	??????????????????????????????
739	Identification Failed.	??????????	Identification Failed.	????????????????????????????
740	%d lime acquired	%d Gold????????	%d lime acquired	%d lime ?????????
741	Amplified Mission Receiver	??????????	Amplified Mission Receiver	Amplified Mission Receiver
742	Assembly Kit + Control Kit(2)	?????+?????(2)	Assembly Kit + Control Kit(2)	?????????+ Control Kit(2)
743	Cursed monsters except King Monster	??????????????????????	Cursed monsters except King Monster	??????????????????? ???? ????????????
744	can be found during hunting down	???????????????????	can be found during hunting down	??????????????????
745	the target monster.	?????	the target monster.	?????????????????
746	No ongoing quest.	???????????????	No ongoing quest.	?????????????????????
747	Acquired experience : %d	?????? %d	Acquired experience : %d	??????????????????????? : %d
748	Acquired lime : %d	Gold? %d	Acquired lime : %d	?????????? lime %d
749	You don't have a Mission Receiver.	??????????	You don't have a Mission Receiver.	??????????????????????
750	"Wrong Mission Receiver Nivel."""	?????????????	"Wrong Mission Receiver Nivel."""	??????????????????????? Nivel
751	Mission Receiver exhausted.	??????????????	Mission Receiver exhausted.	?????????????????
752	Impossible to receive a quest.	?????????????????	Impossible to receive a quest.	???????????????????
753	Probability of Counter Attack Aumentad by %d%%	????????? %d%% ??	Probability of Counter Attack Aumentad by %d%%	Probability of Counter Attack Aumentad by %d%%
754	Probability of Critical Hit Aumentad by %d%%	?????????? %d%% ??	Probability of Critical Hit Aumentad by %d%%	Probability of Critical Hit Aumentad by %d%%
755	Volt Resistance Aumentad by %d%%	???? %d%% ??	Volt Resistance Aumentad by %d%%	Volt Resistance Aumentad by %d%%
756	Volcanic Resistance Aumentad by %d%%	????? %d%% ??	Volcanic Resistance Aumentad by %d%%	Volcanic Resistance Aumentad by %d%%
757	Petrifaction Resistance Aumentad by %d%%	???? %d%% ??	Petrifaction Resistance Aumentad by %d%%	Petrifaction Resistance Aumentad by %d%%
758	Cold Resistance Aumentad by %d%%	???? %d%% ??	Cold Resistance Aumentad by %d%%	Cold Resistance Aumentad by %d%%
759	All Resistance Aumentad by %d%%	???? %d%% ??	All Resistance Aumentad by %d%%	All Resistance Aumentad by %d%%
760	Habilidade Duration Aumentad by %d%%	??????? %d%% ??	Habilidade Duration Aumentad by %d%%	Habilidade Duration Aumentad by %d%%
761	Potion Recovery Aumentad by %d%%	???? %d%% ??	Potion Recovery Aumentad by %d%%	Potion Recovery Aumentad by %d%%
762	Cursed	????	Cursed	Cursed
763	Are you sure to give up?	???????????????	Are you sure to give up?	?????????????????????
764	Wrong item. 1	?????????????????	Wrong item.	????????????????
765	You need to reach the required Nivel.	????????????	You need to reach the required Nivel.	????????? Nivel ????????
766	Check out Colored paper, and Grass item.	??????????????	Check out Colored paper, and Grass item.	?????????????????? ?????????????
767	Acquired Magic stone as a present	????????????????	Acquired Magic stone as a present	?????????????????????
768	Are you sure to exchange with Uniform set?	?????????????????	Are you sure to exchange with Uniform set?	????????????????????????????????????????????
769	Amulet of Earth	????????	Amulet of Earth	Amulet of Earth
770	1 Assembly Kit + 4 Processor Kit	?????1???????????4?	1 Assembly Kit + 4 Processor Kit	1 ????????? + 4 ??????????????
771	+ 1 Control Kit + 1 Cell Capsule	 ??????1???????????1?	+ 1 Control Kit + 1 Cell Capsule	+ 1 Control Kit + 1 Cell Capsule
772	Amulet of the sky	????????	Amulet of the sky	????????????????
773	1 Assembly Kit + 4 Processor Kit	?????1???????????4?	1 Assembly Kit + 4 Processor Kit	1 ?????????+ 4 ??????????????
774	+ 1 Control Kit + 1 Cell Capsule	 ??????1???????????1?	+ 1 Control Kit + 1 Cell Capsule	+ 1 Control Kit + 1 Cell Capsule
775	+1 Antibiotic Capsule + 1 Genetic Capsule	 ???????1?????????1?	+1 Antibiotic Capsule + 1 Genetic Capsule	+1 Antibiotic Capsule + 1 Genetic Capsule
776	No item found!	???????????	No item found!	???????????!
777	Wrong item. 2	??????????????	Wrong item.	????????????????
778	Please Check the type of items	?????????????????	Please Check the type of items	?????????????????????????
779	Please Check the set of items	?????????????????	Please Check the set of items	????????????????????????????
780	Item exchange Succeeded!	??????????????	Item exchange Succeeded!	?????????????????????????????
781	%d lime acquired from item exchange	??????? %d Gold????????	%d lime acquired from item exchange	????? lime ???????????????????????????????
782	please type in the password	???????????????	please type in the password	?????????????????
783	Please put Magic Platinum and item	??????????????????????	Please put Magic Platinum and item	?????????????????????????????????????
784	items of Emerald or higher Nivel are unavailable to	????????????????????	items of Emerald or higher Nivel are unavailable to	????????????????????????????????????????
785	Wrong item. 3	??????????	Wrong item.	????????????????
786	Check out the number of the items	????????????????	Check out the number of the items	???????????????????????
787	Check out the number of the Platinums	????????????????????	Check out the number of the Platinums	???????????????????????????????
788	Not enough Money	????????????????????	Not enough Money	???? lime ??????????
789	Platinum conversion Failed!	??????????????	Platinum conversion Failed!	Platinum conversion Failed!
790	Platinum weapon conversion Succeeded!	????????????????	Platinum weapon conversion Succeeded!	Platinum weapon conversion Succeeded!
791	Platinum armor conversion Succeeded!	????????????????	Platinum armor conversion Succeeded!	Platinum armor conversion Succeeded!
792	Error	???	Error	??????????????
793	Production failed.	??????????	Production failed.	??????????????
794	Only Deed and lime are available to trade during the pet transfer.	???Gold???????????????	Only Deed and lime are available to trade during the pet transfer.	??????????????????? ????????????? Deed ???????lime????????
795	Guild war application from %s guild	%s ???????????????????	Guild war application from %s guild	?????????????????? Guild ???  Guild  %s
796	Surrender application from %s guildmaster of %s guild	%s ???????????? %s ?????????????	Surrender application from %s guildmaster of %s guild	?????????????????????? Guild  ??? Guild  %s
797	Support mode	?????	Support mode	????????????
798	Long range mode	???????	Long range mode	??????????????
799	Accumulated Dano absorption capsule	????????????	Accumulated Dano absorption capsule	?????? ???????????????????????????
800	10,000 experiences are required.	10,000?????????	10,000 experiences are required.	????????????????????????? 10,000 
801	normal Attacking Dano amplifying capsule	????????	normal Attacking Dano amplifying capsule	?????? ?????????????????????????????????
802	30,000 experiences are required.	30,000?????????	30,000 experiences are required.	????????????????????????? 30,000 
803	normal Defense power amplifying capsule	?????????	normal Defense power amplifying capsule	?????? ??????????????????????????????????
804	40,000 experiences are required.	40,000?????????	40,000 experiences are required.	????????????????????????? 40,000
805	Curse Remover	????????	Curse Remover	????????
806	50,000 experiences are required.	50,000?????????	50,000 experiences are required.	????????????????????????? 50,000
807	high-quality Attacking Dano amplifying capsule	???????????	high-quality Attacking Dano amplifying capsule	?????? ??????????????????????????????????
808	50,000 experiences are required.	50,000?????????	50,000 experiences are required.	????????????????????????? 50,000
809	high-quality Defense Dano amplifying capsule	???????????	high-quality Defense Dano amplifying capsule	?????? ????????????????????????????????????
810	70,000 experiences are required.	70,000?????????	70,000 experiences are required.	????????????????????????? 70,000
811	Available at pet Nivel 77	???????????????????	Available at pet Nivel 77	??????????????????????Nivel 77
812	10,000 or more pet experiences are required.	????????10,000?????????	10,000 or more pet experiences are required.	????????????????????????? 10,000
813	Available at pet Nivel 79 or higher	???????????????????	Available at pet Nivel 79 or higher	??????????????????????Nivel 79 ???????????
814	30,000 or more pet experiences are required.	????????30,000?????????	30,000 or more pet experiences are required.	????????????????????????? 30,000 
815	Available at pet Nivel 81 or higher	???????????????????	Available at pet Nivel 81 or higher	??????????????????????Nivel 81 ???????????
816	40,000 or more pet experiences are required.	????????40,000?????????	40,000 or more pet experiences are required.	????????????????????????? 40,000 
817	Available at pet Nivel 89 or higher	???????????????????	Available at pet Nivel 89 or higher	??????????????????????Nivel 89 ???????????
818	50,000 or more pet experiences are required.	????????50,000?????????	50,000 or more pet experiences are required.	????????????????????????? 50,000 
819	Available at pet Nivel 91 or higher	???????????????????	Available at pet Nivel 91 or higher	??????????????????????Nivel 91 ???????????
820	50,000 or more pet experiences are required.	????????50,000?????????	50,000 or more pet experiences are required.	????????????????????????? 50,000 
821	Available at pet Nivel 93 or higher	???????????????????	Available at pet Nivel 93 or higher	??????????????????????Nivel 93 ???????????
822	70,000 or more pet experiences are required.	????????70,000?????????	70,000 or more pet experiences are required.	????????????????????????? 70,000 
823	Great White Horn	???????????	Great White Horn	Great White Horn (?????????)
824	Aumenta durability of a Chakuram.	?????????????	Aumenta durability of a Chakuram.	????????????????????????????
825	You can't use it in safe zone	??????????????	You can't use it in safe zone	??????????????????????????????
826	Shirust (Giant Barrack)	????(??????????)	Shirust (Giant Barrack)	Shirust (Giant barrack)
827	Dano absorbtion %d%% Aumentad	??????%d%%??	Dano absorbtion %d%% Aumentad	????????????????????????????? %d%%
828	Chance to avoid %d%% Aumentad	???%d%%??	Chance to avoid %d%% Aumentad	???????????????????????? %d%%
829	This is a system to check	????????????????	This is a system to check	??????????????????
830	if you are in front of your keyboard.	??????????????	if you are in front of your keyboard.	????????????????????????
831	Type in the number within 10 minutes.	10???????????????	Type in the number within 10 minutes.	????????????????????????
832	If you type in the correct number your Attacking power will be	???????????10??????	If you type in the correct number your Attacking power will be	??????????????????????? 10 ???? ???????????????????????????
833	Aumentad 20%% for 10 minutes.	20%%??????	Aumentad 20%% for 10 minutes.	????????? 20%%
834	You can not apply for Siege	?????????????	You can not apply for Siege	??????????????????????????
835	There is a problem in the time available for applying siege castle war	?????????????????	There is a problem in the time available for applying siege castle war	???????????????????????????????
836	51 or higher Nivel characters have limited trade function 	51??????????????????	51 or higher Nivel characters have limited trade function 	????????????Nivel 51 ????????????????????????????????????????
837	101 or higher Nivel characters have limited party function 	101?????????????????????	101 or higher Nivel characters have limited party function 	????????????Nivel 101 ?????????????????????????????????????
838	151 or higher Nivel characters have limited guild function 	151???????????????????	151 or higher Nivel characters have limited guild function 	????????????Nivel 151 ???????????????????????????????????????????? Guild 
839	All Resistance power 8 %%	?????8%	All Resistance power 8 %%	???????????????????? 8%%
840	Close physical Attack avoidance 10%%	???????10%%	Close physical Attack avoidance 10%%	????????????????????????? 10%%
841	Special magic avoidance 30%%	???????30%%	Special magic avoidance 30%%	??????????????????? 30%%
842	Close physical Attack avoidance 20%%	???????20%%	Close physical Attack avoidance 20%%	????????????????????????? 20%%
843	Special magic avoidance 10%%	???????10%%	Special magic avoidance 10%%	??????????????????? 10%%
844	Item drop limitation is applied to characters with 51 or higher Nivel	51???????????????????????	Item drop limitation is applied to characters with 51 or higher Nivel	???????????????????????????????????????????? Nivel ???? 51 ??????
845	Do not use	?????	Do not use	???????
846	Use	??	Use	???
847	Full Screen Mode	??????????	Full Screen Mode	???? Full screen
848	Window Mode	????????	Window Mode	???? Window
849	Do not show	?????	Do not show	???????
850	My character only	???????????	My character only	?????????????????????
851	player only	???????	player only	?????????????????????????
852	all player	????????	all player	??????????
853	electric power consumption:%d Attacking power application: %d%%	?????????%d???????%d%%	electric power consumption:%d Attacking power application: %d%%	Electric power consumption:%d Attacking power application: %d%%
854	Attacking power application: %d%%	??????%d%%	Attacking power application: %d%%	Attacking power application: %d%%
855	deep Attack probability: %d%%	???????????%d%%	deep Attack probability: %d%%	Deep Attack probability: %d%%
856	life consumption: %d%%	???????%d	life consumption: %d%%	Life consumption: %d%%
857	Mana conversion : %d%%	??????%d%%	Mana conversion : %d%%	Mana conversion : %d%%
858	life absorbtion: %d%%	??????%d%%	life absorbtion: %d%%	Life absorbtion: %d%%
859	Dano conversion:%d%%	???????%d%%	Dano conversion:%d%%	Dano conversion:%d%%
860	Aumentad Defensive power: %d%%	??????%d%%	Aumentad Defensive power: %d%%	Aumentad Defensive power: %d%%
861	Chance to prevent curses: %d%% 	?????????%d%%	Chance to prevent curses: %d%% 	Chance to prevent curses: %d%% 
862	Chance to hit : %d%%	????%d%%	Chance to hit : %d%%	Chance to hit : %d%%
863	percentage of Aumentad time: %d%%	??????%d%%	percentage of Aumentad time: %d%%	Percentage of Aumentad time: %d%%
864	Aumentad Dano: %d%%	???????%d%%	Aumentad Dano: %d%%	Aumentad Dano: %d%%
865	Nivel 5 deep Attack Habilidade is required	????????5?????	Nivel 5 deep Attack Habilidade is required	??????????? Deep Attack ????? 5
866	Nivel 10 scale of protection Habilidade is required	?????10?????	Nivel 10 scale of protection Habilidade is required	??????????? Scale of Protection ????? 10
867	Nivel 5 passion of music Habilidade is required	?????5?????	Nivel 5 passion of music Habilidade is required	??????????? Passion of Music ????? 5
868	Nivel 5 bloody Mana Habilidade is required	????????5?????	Nivel 5 bloody Mana Habilidade is required	??????????? Bloody Mana ????? 5
869	Nivel 5 vampiric touch Habilidade is required	????????5?????	Nivel 5 vampiric touch Habilidade is required	??????????? Vampiric Touch ????? 5
870	Nivel 5 force Attack Habilidade is required	????????5?????	Nivel 5 force Attack Habilidade is required	??????????? Force Attack ????? 5
871	not selected	????	not selected	???????????
872	transport destination	????	transport destination	????????????????????????????
873	you can not transport to the following zone	??????????????	you can not transport to the following zone	????????????????????????????????????
874	the transport destination has not been saved	??????????????	the transport destination has not been saved	?????????????????????????
876	Space is not allowed.	?????????????	Space is not allowed.	?????????????? space
877	Wrong amount. Pleaser re-enter the amount again.	?????????????????????	Wrong amount. Pleaser re-enter the amount again.	??????????????? ????????????????????????????????
878	Please input the amount by thousands.	???1000???????????	Please input the amount by thousands.	????????????????????
